0.8839285714	0.095615911	0.007001176	0.003209207	0.004474979	0.003014061	0.002756095
0.3651380196	0.479220595	0.140266107	0.004381000	0.004352624	0.003594344	0.003047310
0.2612684127	0.582530839	0.135961844	0.006117315	0.005930439	0.006233080	0.001958070
0.0870276560	0.342672438	0.538591667	0.019301392	0.008806712	0.001380391	0.002219743
0.0311517656	0.189824083	0.731833284	0.035134387	0.006727861	0.002421519	0.002907101
0.0811049617	0.083654055	0.653997307	0.173533841	0.004001920	0.002344228	0.001363687
0.0282006728	0.068664308	0.367984894	0.520434193	0.006937215	0.003381069	0.004397648
0.0150948451	0.008662685	0.224228300	0.722451748	0.020470217	0.003480809	0.005611395
0.0547917492	0.068481257	0.106358372	0.669054463	0.086348425	0.010455952	0.004509782
0.0159138432	0.019947928	0.089655012	0.581141263	0.282179781	0.008126416	0.003035757
0.0099698414	0.023709514	0.074459520	0.371517237	0.485763733	0.028007286	0.006572869
0.0150243683	0.017821598	0.089019755	0.220718754	0.566100460	0.075012978	0.016302087
0.0113889766	0.026939562	0.043115099	0.135126099	0.562056484	0.209986987	0.011386792
0.0163158059	0.018631559	0.044991090	0.061286508	0.513321277	0.334516594	0.010937166
0.0008656841	0.011535416	0.043171594	0.071892834	0.255056569	0.598561885	0.018916018
0.0034073105	0.022941469	0.025513042	0.066309509	0.164461569	0.667425554	0.049941546
0.0027101473	0.009017750	0.018069256	0.058637558	0.140984565	0.559915474	0.210665250
0.0025573784	0.006637967	0.023231763	0.014952812	0.043788375	0.281129913	0.627701792
0.0019942299	0.007535147	0.011985176	0.029892610	0.051445712	0.076950808	0.820196318
